event,id,pt,eta,phi,momentum,mass
12807,	-6000113,	121.755,	0.528227,	1.11619,	139.14,	15
12808,	6000113,	16.0056,	-3.8136,	2.20236,	362.808,	15
12808,	-6000113,	188.191,	-2.48838,	0.221199,	1140.89,	15
12809,	6000113,	48.151,	1.39536,	1.04689,	103.144,	15
12809,	-6000113,	91.8357,	0.784155,	-1.03957,	121.547,	15
12810,	6000113,	95.744,	-0.126344,	-1.19629,	96.5092,	15
12810,	-6000113,	37.1195,	0.40021,	1.67252,	40.132,	15
12811,	6000113,	92.8375,	1.43892,	-2.72454,	206.718,	15
12811,	-6000113,	28.1677,	-0.187015,	-1.14571,	28.6617,	15
12812,	6000113,	111.843,	-1.12483,	0.0066516,	190.38,	15
12812,	-6000113,	29.044,	0.309348,	1.49988,	30.4448,	15
12813,	6000113,	67.216,	2.60751,	-0.366308,	458.378,	15
12813,	-6000113,	71.4122,	1.83147,	1.41653,	228.634,	15
12814,	6000113,	66.0845,	2.52522,	-2.77037,	415.461,	15
12814,	-6000113,	56.6905,	2.51609,	0.359847,	353.208,	15
12815,	6000113,	49.5749,	0.957986,	0.488449,	74.1171,	15
12815,	-6000113,	39.3726,	-0.726546,	-2.69659,	50.2297,	15
12816,	6000113,	64.9072,	-2.51525,	2.61454,	404.065,	15
12816,	-6000113,	55.9343,	-1.19967,	-2.12501,	101.25,	15
12817,	6000113,	64.0347,	-1.9196,	-2.77071,	222.998,	15
12817,	-6000113,	49.052,	-1.14443,	0.413864,	84.8366,	15
12818,	6000113,	133.174,	-0.494188,	2.10819,	149.77,	15
12818,	-6000113,	114.3,	-0.479051,	1.07711,	127.668,	15
12819,	6000113,	33.3127,	-1.64485,	-1.67161,	89.4991,	15
12819,	-6000113,	44.0558,	0.423472,	1.71427,	48.0654,	15
12820,	6000113,	81.354,	-1.08804,	-1.03934,	134.451,	15
12820,	-6000113,	28.1405,	-2.63474,	2.79649,	197.145,	15
12821,	6000113,	102.474,	-3.30973,	1.3497,	1404.63,	15
12821,	-6000113,	66.1976,	-3.25692,	-0.344385,	860.829,	15
12822,	6000113,	60.714,	-1.75265,	-1.57074,	180.418,	15
12822,	-6000113,	55.0085,	-2.38428,	1.5639,	300.99,	15
12823,	6000113,	15.8848,	-1.59646,	-0.673271,	40.809,	15
12823,	-6000113,	119.933,	0.154282,	2.85121,	121.364,	15
12824,	6000113,	98.1802,	-1.195,	2.90156,	177.032,	15
12824,	-6000113,	155.56,	-0.705581,	-2.48852,	195.916,	15
12825,	6000113,	49.0725,	2.65601,	-2.51913,	351.102,	15
12825,	-6000113,	73.1195,	2.2403,	0.410005,	347.412,	15
12826,	6000113,	37.9611,	1.99818,	-2.4196,	142.566,	15
12826,	-6000113,	37.2252,	-0.106701,	1.02599,	37.4373,	15
12827,	6000113,	107.645,	2.5337,	-0.478341,	682.439,	15
12827,	-6000113,	31.5391,	2.05207,	2.28982,	124.776,	15
12828,	6000113,	25.5494,	-0.74133,	0.716213,	32.8975,	15
12828,	-6000113,	108.906,	0.669568,	2.70123,	134.245,	15
12829,	6000113,	51.5998,	1.58786,	1.1518,	131.518,	15
12829,	-6000113,	70.2675,	1.90222,	-2.22914,	240.667,	15
12830,	6000113,	39.5806,	-0.00910549,	0.780856,	39.5823,	15
12830,	-6000113,	65.4887,	-1.42054,	-1.47676,	143.451,	15
12831,	6000113,	70.1043,	1.03023,	-0.804854,	110.717,	15
12831,	-6000113,	49.8717,	0.467513,	2.67619,	55.4219,	15
12832,	6000113,	80.3343,	0.915486,	1.12619,	116.417,	15
12832,	-6000113,	44.9017,	1.26777,	-2.0349,	86.085,	15
12833,	6000113,	37.7898,	0.357803,	-0.020909,	40.2347,	15
12833,	-6000113,	43.2,	2.38043,	-2.89826,	235.485,	15
12834,	6000113,	47.6142,	-0.57577,	1.82318,	55.727,	15
12834,	-6000113,	20.39,	2.04782,	-2.18273,	80.3365,	15
12835,	6000113,	84.6265,	-0.348388,	0.493361,	89.8143,	15
12835,	-6000113,	59.0904,	0.371458,	2.27806,	63.2141,	15
12836,	6000113,	55.6296,	2.04621,	-0.625642,	218.839,	15
12836,	-6000113,	64.6339,	1.65452,	2.47068,	175.214,	15
12837,	6000113,	44.6067,	-0.103158,	0.108681,	44.8443,	15
12837,	-6000113,	41.8431,	1.64896,	-3.10044,	112.847,	15
12838,	6000113,	56.9923,	1.42036,	-0.0702424,	124.82,	15
12838,	-6000113,	59.403,	0.474376,	2.27163,	66.2131,	15
12839,	6000113,	64.8412,	0.421931,	1.47801,	70.6991,	15
12839,	-6000113,	56.4883,	0.807803,	-1.33339,	75.9432,	15
12840,	6000113,	58.6827,	-3.7299,	-0.217257,	1223.5,	15
12840,	-6000113,	38.3036,	-2.3062,	-2.94581,	194.12,	15
12841,	6000113,	9.38127,	-3.64336,	-2.75451,	179.4,	15
12841,	-6000113,	209.293,	-1.48421,	-1.80079,	485.368,	15
12842,	6000113,	44.0433,	-2.06213,	-0.892514,	175.95,	15
12842,	-6000113,	64.7201,	-1.00891,	2.44294,	100.55,	15
12843,	6000113,	113.855,	-0.564616,	2.84981,	132.49,	15
12843,	-6000113,	121.487,	-0.479754,	-2.34068,	135.738,	15
12844,	6000113,	109.785,	0.219554,	-2.33555,	112.441,	15
12844,	-6000113,	36.1176,	0.154393,	1.40081,	36.549,	15
12845,	6000113,	64.6512,	0.824935,	1.98864,	87.9255,	15
12845,	-6000113,	44.6346,	1.85389,	-0.943045,	145.983,	15
12846,	6000113,	40.8419,	0.358819,	0.1848,	43.4995,	15
12846,	-6000113,	22.8423,	-2.39781,	1.62871,	126.66,	15
12847,	6000113,	36.7211,	2.47472,	2.8468,	219.64,	15
12847,	-6000113,	70.7835,	0.493274,	-2.92975,	79.571,	15
12848,	6000113,	17.2934,	3.05194,	1.89327,	183.342,	15
12848,	-6000113,	25.6066,	-0.398096,	0.542158,	27.6626,	15
12849,	6000113,	22.1271,	-0.742833,	0.981051,	28.5179,	15
12849,	-6000113,	16.2577,	2.8741,	-1.7477,	144.416,	15
12850,	6000113,	88.2133,	-1.96802,	-2.82022,	321.812,	15
12850,	-6000113,	17.2276,	0.0576482,	1.89461,	17.2563,	15
12851,	6000113,	11.3949,	-3.47471,	1.21852,	184.137,	15
12851,	-6000113,	317.891,	-1.91918,	2.21129,	1106.6,	15
12852,	6000113,	71.1772,	0.0640717,	2.93451,	71.3234,	15
12852,	-6000113,	53.8194,	0.0266598,	-0.0472389,	53.8385,	15
12853,	6000113,	105.493,	-0.433974,	3.07257,	115.584,	15
12853,	-6000113,	34.3449,	-1.34112,	0.804881,	70.147,	15
12854,	6000113,	6.23663,	-4.42469,	0.75207,	260.377,	15
12854,	-6000113,	30.6054,	-0.19998,	-1.88626,	31.2194,	15
12855,	6000113,	99.2895,	-0.913811,	-2.16531,	143.712,	15
12855,	-6000113,	174.394,	-0.606368,	-3.09961,	207.449,	15
12856,	6000113,	39.8862,	0.856917,	2.10685,	55.4489,	15
12856,	-6000113,	80.6463,	1.627,	-1.39491,	213.112,	15
12857,	6000113,	49.2013,	2.26939,	2.77971,	240.517,	15
12857,	-6000113,	42.472,	3.86829,	-0.963327,	1016.81,	15
12858,	6000113,	55.7397,	-3.19022,	2.91399,	678.212,	15
12858,	-6000113,	68.9937,	-3.32125,	0.195458,	956.633,	15
12859,	6000113,	4.76694,	5.74752,	2.55219,	747.02,	15
12859,	-6000113,	113.846,	2.42808,	1.24576,	650.365,	15
12860,	6000113,	57.0372,	-1.0438,	-0.551917,	91.0341,	15
12860,	-6000113,	64.0273,	-1.42869,	2.89455,	141.271,	15
12861,	6000113,	69.8859,	-2.84661,	-0.44456,	604.068,	15
12861,	-6000113,	55.3918,	-1.49731,	3.02036,	129.987,	15
12862,	6000113,	81.355,	1.34272,	-0.939378,	166.394,	15
12862,	-6000113,	49.0789,	0.402693,	0.967105,	53.1123,	15
12863,	6000113,	92.7494,	-0.0976274,	0.48066,	93.1918,	15
12863,	-6000113,	37.3976,	0.634926,	3.04545,	45.1924,	15
12864,	6000113,	71.9306,	0.286425,	1.01013,	74.9014,	15
12864,	-6000113,	51.3681,	0.149369,	-1.93993,	51.9422,	15
12865,	6000113,	59.3981,	0.711681,	3.00328,	75.0861,	15
12865,	-6000113,	58.3427,	0.0868814,	0.144622,	58.5631,	15
12866,	6000113,	57.0196,	2.5698,	-0.754087,	374.612,	15
12866,	-6000113,	64.6157,	2.41828,	2.4763,	365.582,	15
12867,	6000113,	17.6967,	-2.03799,	2.25517,	69.0653,	15
12867,	-6000113,	36.2241,	1.01376,	-1.09782,	56.4878,	15
12868,	6000113,	28.5973,	0.775661,	-1.81477,	37.6401,	15
12868,	-6000113,	28.7321,	3.40385,	1.99939,	432.606,	15
12869,	6000113,	62.3909,	0.326004,	2.34911,	65.7358,	15
12869,	-6000113,	47.7228,	1.31568,	-0.992771,	95.3405,	15
12870,	6000113,	61.5802,	-1.04438,	1.50676,	98.3292,	15
12870,	-6000113,	46.5109,	-0.00943273,	-1.36947,	46.513,	15
12871,	6000113,	64.3375,	-1.71221,	1.93925,	184.059,	15
12871,	-6000113,	36.2579,	-3.12857,	-0.934105,	414.882,	15
12872,	6000113,	40.7704,	-0.492939,	-2.81467,	45.8249,	15
12872,	-6000113,	48.8464,	-2.09936,	0.058999,	202.309,	15
12873,	6000113,	49.565,	-0.206932,	2.54393,	50.63,	15
12873,	-6000113,	75.5785,	-0.562154,	-0.992471,	87.8383,	15
12874,	6000113,	14.7167,	4.08638,	-2.83759,	438.121,	15
12874,	-6000113,	37.9439,	0.805255,	-2.05399,	50.9253,	15
12875,	6000113,	32.3906,	-0.929945,	1.72018,	47.4351,	15
12875,	-6000113,	62.6209,	-2.46406,	-0.968082,	370.638,	15
12876,	6000113,	70.7067,	1.83509,	1.51676,	227.155,	15
12876,	-6000113,	5.7772,	-1.68136,	1.23056,	16.0577,	15
12877,	6000113,	102.443,	0.832786,	0.870526,	140.068,	15
12877,	-6000113,	56.1482,	0.637346,	-0.960159,	67.9435,	15
12878,	6000113,	34.4373,	-0.373472,	0.263913,	36.867,	15
12878,	-6000113,	68.8447,	1.0272,	-2.46218,	108.474,	15
12879,	6000113,	43.9051,	1.4231,	-1.53899,	96.3919,	15
12879,	-6000113,	66.3834,	-0.10029,	0.166942,	66.7175,	15
12880,	6000113,	62.7822,	-1.22447,	0.907653,	116.03,	15
12880,	-6000113,	65.2591,	-0.934407,	-2.38639,	95.8826,	15
12881,	6000113,	68.5106,	-2.45789,	-0.518259,	403.041,	15
12881,	-6000113,	30.4548,	-0.818058,	-2.68561,	41.2264,	15
12882,	6000113,	21.2015,	0.901691,	-0.00254545,	30.4204,	15
12882,	-6000113,	96.8088,	2.30627,	-2.4455,	490.653,	15
12883,	6000113,	39.5656,	-1.08433,	2.45802,	65.196,	15
12883,	-6000113,	59.0774,	-2.42255,	-0.779137,	335.656,	15
12884,	6000113,	93.0628,	-1.64116,	-0.946338,	249.172,	15
12884,	-6000113,	31.8653,	-2.7647,	1.74552,	253.923,	15
12885,	6000113,	98.8373,	2.42244,	0.120158,	561.497,	15
12885,	-6000113,	37.7774,	3.25488,	2.35437,	490.258,	15
12886,	6000113,	32.5128,	-1.44249,	1.34951,	72.6263,	15
12886,	-6000113,	175.748,	-1.30619,	-0.450744,	348.239,	15
12887,	6000113,	46.3367,	0.418849,	1.43936,	50.461,	15
12887,	-6000113,	58.1426,	-0.729398,	-1.78752,	74.3071,	15
12888,	6000113,	55.5752,	1.47587,	-2.56405,	127.919,	15
12888,	-6000113,	55.8208,	2.39247,	0.121573,	307.906,	15
12889,	6000113,	72.5688,	2.05578,	-0.00151151,	288.131,	15
12889,	-6000113,	39.1817,	0.797383,	2.16694,	52.3121,	15
12890,	6000113,	40.3062,	0.0669604,	-1.50758,	40.3966,	15
12890,	-6000113,	91.7841,	0.198457,	1.37324,	93.5975,	15
12891,	6000113,	50.8952,	-1.6482,	1.10013,	137.163,	15
12891,	-6000113,	67.0328,	-0.949248,	-1.62146,	99.5705,	15
12892,	6000113,	55.1924,	-2.14428,	-2.725,	238.79,	15
12892,	-6000113,	66.2649,	-2.41319,	0.513751,	373.039,	15
12893,	6000113,	61.8559,	0.221594,	1.74439,	63.3808,	15
12893,	-6000113,	57.4241,	0.749442,	-1.21836,	74.3198,	15
12894,	6000113,	138.243,	-1.08952,	2.3986,	228.74,	15
12894,	-6000113,	28.186,	0.545616,	1.95385,	32.4866,	15
12895,	6000113,	64.6783,	-1.10804,	-0.387854,	108.615,	15
12895,	-6000113,	39.9181,	0.12569,	2.48219,	40.2338,	15
12896,	6000113,	44.8474,	-2.97924,	-1.01635,	442.276,	15
12896,	-6000113,	52.4816,	-1.56298,	1.61746,	130.745,	15
12897,	6000113,	47.3978,	-1.2022,	2.30947,	85.9784,	15
12897,	-6000113,	39.6779,	0.821841,	-0.9684,	53.849,	15
12898,	6000113,	32.6076,	1.71667,	-3.03726,	93.6752,	15
12898,	-6000113,	101.365,	0.557965,	-0.458336,	117.557,	15
12899,	6000113,	73.6756,	0.901013,	0.787973,	105.66,	15
12899,	-6000113,	45.3674,	0.271586,	-2.234,	47.0509,	15
12900,	6000113,	57.9061,	0.38628,	-1.88457,	62.2802,	15
12900,	-6000113,	62.4739,	1.89414,	-0.708091,	212.327,	15
12901,	6000113,	47.5777,	-1.20241,	-0.227814,	86.3203,	15
12901,	-6000113,	72.3907,	-1.85866,	-2.91183,	237.841,	15
12902,	6000113,	64.4496,	-0.915028,	0.0269321,	93.3666,	15
12902,	-6000113,	52.367,	-1.60152,	2.85809,	135.163,	15
12903,	6000113,	52.5082,	-1.41433,	-2.03683,	114.384,	15
12903,	-6000113,	52.4675,	-2.49169,	1.22144,	319.119,	15
12904,	6000113,	53.0724,	-1.05907,	-0.579573,	85.7243,	15
12904,	-6000113,	70.1224,	-1.09591,	2.57963,	116.619,	15
12905,	6000113,	52.0597,	0.654202,	-2.74579,	63.603,	15
12905,	-6000113,	38.7539,	-0.986288,	0.529361,	59.1814,	15
12906,	6000113,	42.1653,	-3.57422,	1.93402,	752.541,	15
12906,	-6000113,	71.0325,	-2.21721,	-2.36618,	329.968,	15
12907,	6000113,	74.6415,	2.17648,	-2.26821,	333.224,	15
12907,	-6000113,	46.8312,	2.76283,	1.23384,	372.49,	15
12908,	6000113,	79.1426,	-1.37404,	2.48304,	166.373,	15
12908,	-6000113,	36.8594,	-2.54826,	-1.35683,	237.061,	15
12909,	6000113,	35.1601,	-2.31113,	-2.76635,	179.052,	15
12909,	-6000113,	40.5829,	-4.65131,	-2.17509,	2125.16,	15
12910,	6000113,	32.4636,	0.487999,	0.573089,	36.4065,	15
12910,	-6000113,	50.7654,	2.31095,	-2.61502,	258.477,	15
12911,	6000113,	47.712,	2.36936,	-0.68962,	257.264,	15
12911,	-6000113,	53.4115,	4.17847,	0.413939,	1743.38,	15
12912,	6000113,	58.1771,	3.03045,	0.809682,	603.728,	15
12912,	-6000113,	58.6934,	2.46651,	-2.50579,	348.231,	15
12913,	6000113,	235.364,	-1.14713,	0.99373,	407.968,	15
12913,	-6000113,	215.491,	-0.619295,	0.912939,	258.152,	15
12914,	6000113,	23.8176,	2.28576,	2.352,	118.312,	15
12914,	-6000113,	133.569,	1.34084,	-0.164674,	272.74,	15
12915,	6000113,	33.9861,	-0.414066,	-0.203888,	36.9415,	15
12915,	-6000113,	72.4911,	0.89544,	-3.03813,	103.548,	15
12916,	6000113,	65.2574,	-3.68201,	0.950175,	1297.04,	15
12916,	-6000113,	81.4418,	-3.11115,	2.76608,	915.866,	15
12917,	6000113,	70.8722,	-3.35159,	-3.1229,	1012.87,	15
12917,	-6000113,	45.0636,	-2.4975,	-0.534687,	275.662,	15
12918,	6000113,	53.5879,	1.40561,	-2.59814,	115.836,	15
12918,	-6000113,	26.9907,	-0.770275,	1.30439,	35.4016,	15
12919,	6000113,	48.8252,	-0.963309,	0.382934,	73.2861,	15
12919,	-6000113,	143.401,	-0.238856,	-0.974165,	147.511,	15
12920,	6000113,	121.155,	0.368372,	0.60682,	129.469,	15
12920,	-6000113,	71.4097,	1.01839,	-0.589647,	111.753,	15
12921,	6000113,	59.9655,	-0.660644,	-1.81988,	73.5344,	15
12921,	-6000113,	56.2156,	-1.34588,	1.66719,	115.295,	15
12922,	6000113,	256.704,	-2.19418,	-2.82928,	1165.96,	15
12922,	-6000113,	109.124,	-2.78924,	-2.41175,	891,	15
12923,	6000113,	21.7475,	1.13826,	1.60804,	37.4244,	15
12923,	-6000113,	29.3117,	-1.93333,	-1.59675,	103.428,	15
12924,	6000113,	34.965,	-1.06566,	-1.18221,	56.7701,	15
12924,	-6000113,	88.6745,	-0.0278484,	2.63379,	88.7089,	15
12925,	6000113,	42.7195,	2.11577,	-1.00264,	179.774,	15
12925,	-6000113,	47.5985,	3.66406,	2.29673,	929.246,	15
12926,	6000113,	73.6744,	-3.08832,	-1.56663,	809.891,	15
12926,	-6000113,	52.7449,	-2.33994,	0.611603,	276.303,	15
12927,	6000113,	41.1672,	2.36147,	2.20297,	220.26,	15
12927,	-6000113,	49.0755,	0.71336,	-0.467104,	62.101,	15
12928,	6000113,	51.3725,	-0.444612,	1.16809,	56.5344,	15
12928,	-6000113,	64.4383,	0.380834,	-2.47175,	69.1679,	15
12929,	6000113,	19.1079,	-3.43641,	-0.674717,	297.198,	15
12929,	-6000113,	36.1662,	-0.56181,	2.7771,	42.0255,	15
12930,	6000113,	37.1329,	0.0176349,	1.65126,	37.1387,	15
12930,	-6000113,	33.4124,	2.304,	-1.21459,	168.966,	15
12931,	6000113,	58.63,	-0.688454,	1.97943,	73.082,	15
12931,	-6000113,	58.2167,	-1.2523,	-1.18225,	110.152,	15
12932,	6000113,	59.8915,	-1.68565,	1.63862,	167.136,	15
12932,	-6000113,	55.358,	-0.985082,	-1.53985,	84.4608,	15
12933,	6000113,	66.3945,	0.07915,	-1.6428,	66.6026,	15
12933,	-6000113,	55.1594,	0.465058,	1.16787,	61.2326,	15
12934,	6000113,	53.1351,	-1.36115,	0.731589,	110.442,	15
12934,	-6000113,	57.6107,	-0.471767,	-2.39679,	64.1415,	15
12935,	6000113,	40.6776,	1.3054,	2.22855,	80.5465,	15
12935,	-6000113,	63.4777,	2.83518,	-1.40982,	542.487,	15
12936,	6000113,	48.7047,	-1.02242,	-0.392705,	76.4577,	15
12936,	-6000113,	29.756,	1.11275,	-2.95907,	50.159,	15
12937,	6000113,	17.1753,	-4.71847,	2.19355,	961.87,	15
12937,	-6000113,	27.6406,	-1.45237,	1.33307,	62.2917,	15
12938,	6000113,	52.1177,	-2.32245,	0.613471,	268.372,	15
12938,	-6000113,	48.5033,	-1.07703,	-2.51086,	79.4615,	15
12939,	6000113,	105.342,	1.70187,	0.369985,	298.463,	15
12939,	-6000113,	33.994,	0.490043,	-1.25203,	38.158,	15
12940,	6000113,	38.4747,	1.9295,	-1.24234,	135.264,	15
12940,	-6000113,	59.577,	0.0813901,	2.62882,	59.7744,	15
12941,	6000113,	50.3512,	1.72541,	1.43181,	145.84,	15
12941,	-6000113,	65.9064,	0.984059,	-1.81653,	100.477,	15
12942,	6000113,	29.3592,	-0.483528,	1.88508,	32.8587,	15
12942,	-6000113,	27.1949,	-3.22789,	-0.0154914,	343.552,	15
12943,	6000113,	49.6428,	0.536324,	0.379559,	56.9553,	15
12943,	-6000113,	56.8991,	-0.772329,	2.643,	74.7295,	15
12944,	6000113,	182.001,	0.825686,	-1.74392,	247.647,	15
12944,	-6000113,	219.692,	0.694801,	-2.3471,	274.888,	15
12945,	6000113,	27.1745,	1.21082,	1.32958,	49.6503,	15
12945,	-6000113,	68.733,	2.7474,	-1.84093,	538.388,	15
12946,	6000113,	26.5832,	0.234458,	-1.38697,	27.3172,	15
12946,	-6000113,	47.0243,	2.4731,	0.670402,	280.817,	15
12947,	6000113,	71.0723,	-0.846711,	1.87805,	98.1078,	15
12947,	-6000113,	91.0194,	-0.893218,	0.163407,	129.808,	15
12948,	6000113,	53.8208,	-1.90448,	1.74464,	184.734,	15
12948,	-6000113,	56.929,	-2.76495,	-1.51128,	453.758,	15
12949,	6000113,	33.8072,	-1.51864,	3.05525,	80.8836,	15
12949,	-6000113,	63.2949,	0.0395065,	0.087818,	63.3443,	15
12950,	6000113,	58.9236,	0.924235,	1.64957,	85.9334,	15
12950,	-6000113,	68.1961,	0.689364,	-2.07866,	85.0523,	15
12951,	6000113,	28.2697,	-0.293771,	-0.119228,	29.4983,	15
12951,	-6000113,	33.4068,	2.29064,	-3.04158,	166.741,	15
12952,	6000113,	41.6113,	4.5061,	3.11085,	1884.55,	15
12952,	-6000113,	39.0775,	2.63592,	-0.472372,	274.085,	15
12953,	6000113,	165.706,	-1.19181,	-2.96052,	297.998,	15
12953,	-6000113,	34.0051,	-0.920225,	1.55305,	49.4483,	15
12954,	6000113,	53.0927,	-0.922663,	-2.95869,	77.3412,	15
12954,	-6000113,	65.7892,	-1.85498,	1.09233,	215.394,	15
12955,	6000113,	56.8389,	-0.539704,	-1.24841,	65.3198,	15
12955,	-6000113,	83.6629,	-0.508515,	2.88647,	94.7151,	15
12956,	6000113,	70.3635,	-0.670726,	-1.01891,	86.7932,	15
12956,	-6000113,	64.5368,	-0.374466,	3.0706,	69.1148,	15
12957,	6000113,	37.2979,	-1.36173,	-2.75713,	77.5637,	15
12957,	-6000113,	22.1107,	1.43974,	1.2379,	49.2693,	15
12958,	6000113,	44.3882,	-1.0001,	-1.67001,	68.4999,	15
12958,	-6000113,	42.3159,	-2.71032,	1.81055,	319.497,	15
12959,	6000113,	61.4857,	-3.15075,	2.17831,	719.271,	15
12959,	-6000113,	55.8997,	-2.08313,	0.120269,	227.906,	15
12960,	6000113,	94.6987,	0.517324,	-2.04964,	107.656,	15
12960,	-6000113,	69.5669,	0.70963,	2.53897,	87.8305,	15
12961,	6000113,	107.433,	-0.671432,	-1.35005,	132.573,	15
12961,	-6000113,	52.0636,	0.563367,	-2.37988,	60.5465,	15
12962,	6000113,	96.5512,	1.97507,	2.64326,	354.627,	15
12962,	-6000113,	32.4449,	2.9299,	-1.01411,	304.645,	15
12963,	6000113,	40.5607,	-0.874346,	-2.92123,	57.0779,	15
12963,	-6000113,	89.337,	-1.07598,	0.325452,	146.237,	15
12964,	6000113,	66.4502,	-1.14276,	-2.63829,	114.771,	15
12964,	-6000113,	57.8275,	-1.1947,	0.237098,	104.245,	15
12965,	6000113,	67.2378,	0.864166,	2.37363,	93.9457,	15
12965,	-6000113,	22.3516,	2.9716,	0.0612629,	218.759,	15
12966,	6000113,	155.743,	-1.69609,	2.74895,	438.884,	15
12966,	-6000113,	39.9156,	-0.76129,	1.57796,	52.0519,	15
12967,	6000113,	58.5862,	-2.43827,	-2.41957,	338.059,	15
12967,	-6000113,	35.6427,	-0.930597,	0.319796,	52.2226,	15
12968,	6000113,	36.4053,	-2.06428,	2.0096,	145.74,	15
12968,	-6000113,	62.5314,	-0.628408,	-1.19232,	75.2899,	15
12969,	6000113,	58.1458,	0.68681,	2.46145,	72.4074,	15
12969,	-6000113,	70.9455,	1.27198,	-1.60187,	136.506,	15
12970,	6000113,	24.0632,	4.46848,	-2.21586,	1049.58,	15
12970,	-6000113,	39.9966,	1.72978,	-2.60149,	116.325,	15
12971,	6000113,	71.2063,	0.881089,	-1.82161,	100.681,	15
12971,	-6000113,	60.8002,	-0.203729,	2.80669,	62.0664,	15
12972,	6000113,	42.807,	1.1619,	1.95126,	75.1023,	15
12972,	-6000113,	75.5216,	0.420241,	-1.22713,	82.289,	15
12973,	6000113,	82.902,	-1.59234,	-1.86488,	212.174,	15
12973,	-6000113,	81.6616,	-2.15747,	0.768114,	357.875,	15
12974,	6000113,	29.7242,	-0.286777,	-2.51359,	30.9549,	15
12974,	-6000113,	96.2994,	-1.73106,	-0.865422,	280.41,	15
12975,	6000113,	53.3799,	2.56134,	-1.99757,	347.778,	15
12975,	-6000113,	60.5102,	3.29965,	1.28083,	821.121,	15
12976,	6000113,	91.7045,	-3.00908,	-2.55183,	931.625,	15
12976,	-6000113,	40.8823,	-3.19025,	0.252104,	497.449,	15
12977,	6000113,	72.4693,	1.68005,	-0.428239,	201.181,	15
12977,	-6000113,	38.8818,	0.514855,	-2.92793,	44.1499,	15
12978,	6000113,	38.1479,	0.556582,	1.105,	44.2108,	15
12978,	-6000113,	98.4644,	-0.208924,	-1.15417,	100.621,	15
12979,	6000113,	42.4529,	-1.24783,	1.4329,	80.0217,	15
12979,	-6000113,	86.7338,	-1.14822,	-1.58315,	150.474,	15
12980,	6000113,	46.3844,	2.4021,	-1.8643,	258.287,	15
12980,	-6000113,	70.8185,	0.601707,	-1.42793,	84.03,	15
12981,	6000113,	69.4417,	0.684256,	0.641205,	86.3425,	15
12981,	-6000113,	54.5567,	1.05645,	-2.07946,	87.941,	15
12982,	6000113,	129.948,	-0.150714,	-1.78259,	131.427,	15
12982,	-6000113,	67.1577,	0.33283,	2.75126,	70.9118,	15
12983,	6000113,	70.034,	-2.75596,	-3.11908,	553.258,	15
12983,	-6000113,	50.7563,	-2.15074,	0.560292,	220.983,	15
12984,	6000113,	105.409,	-1.19326,	-2.88559,	189.793,	15
12984,	-6000113,	81.2507,	-0.102181,	-2.24926,	81.6752,	15
12985,	6000113,	49.2676,	0.577103,	0.847364,	57.7021,	15
12985,	-6000113,	40.1614,	-1.08893,	-2.38313,	66.4203,	15
12986,	6000113,	60.6516,	1.38684,	2.44678,	128.947,	15
12986,	-6000113,	69.2044,	1.27857,	0.00309603,	133.908,	15
12987,	6000113,	62.2385,	-0.529527,	2.40153,	71.1701,	15
12987,	-6000113,	58.1456,	-0.834532,	-0.800411,	79.5959,	15
12988,	6000113,	68.319,	-1.5837,	-1.30553,	173.468,	15
12988,	-6000113,	55.2522,	-0.328495,	-3.04112,	58.2602,	15
12989,	6000113,	63.8029,	-2.4943,	2.36035,	389.064,	15
12989,	-6000113,	25.1,	-0.687057,	-0.101392,	31.261,	15
12990,	6000113,	35.0349,	0.684432,	1.37629,	43.5663,	15
12990,	-6000113,	16.9476,	3.71652,	-1.80349,	348.657,	15
12991,	6000113,	82.3532,	0.191863,	-2.56404,	83.8736,	15
12991,	-6000113,	82.3735,	1.46073,	3.14138,	187.036,	15
12992,	6000113,	10.7994,	-1.1924,	2.29558,	19.4307,	15
12992,	-6000113,	14.6224,	3.24475,	0.355349,	187.856,	15
12993,	6000113,	43.987,	-0.844907,	2.62222,	60.644,	15
12993,	-6000113,	83.3725,	-0.456099,	-0.188771,	92.1958,	15
12994,	6000113,	40.7926,	-0.707428,	2.20732,	51.4329,	15
12994,	-6000113,	41.026,	-2.5483,	-0.783362,	263.869,	15
12995,	6000113,	54.4145,	0.432809,	-2.99743,	59.5912,	15
12995,	-6000113,	67.3029,	0.801588,	-0.185495,	90.1083,	15
12996,	6000113,	5.38494,	-4.81194,	-0.773298,	331.114,	15
12996,	-6000113,	2.95403,	1.54371,	1.53802,	7.23073,	15
12997,	6000113,	4.58567,	-4.80038,	-0.993933,	278.728,	15
12997,	-6000113,	6.43609,	1.1246,	-0.894029,	10.9535,	15
12998,	6000113,	38.5224,	-1.37443,	-3.07334,	81.009,	15
12998,	-6000113,	24.179,	1.33642,	0.0959605,	49.1823,	15
12999,	6000113,	96.4628,	-0.932804,	2.70321,	141.563,	15
12999,	-6000113,	12.9518,	1.41164,	0.748186,	28.1469,	15
13000,	6000113,	41.8684,	1.01715,	-0.645472,	65.4597,	15
13000,	-6000113,	77.7056,	1.71186,	2.21415,	222.229,	15
13001,	6000113,	60.7265,	3.41564,	1.77792,	925.148,	15
13001,	-6000113,	60.4752,	3.26922,	-1.43087,	796.12,	15
13002,	6000113,	51.8247,	0.0633684,	0.100931,	51.9288,	15
